package_id,spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
8ef53bb5-20ba-47f4-9bea-4a781605e262,8a60a711-5f48-49c5-91a9-7b22127a0f05,9e88758b-4706-4fba-a49d-a7c2e7f15b7e,,,,,,,"{"kind":"flat","type":"Maximum Required Inlet Pressure at Gas Train","unit":null,"value":"14","category":"Heating Section - Gas Fired (Natural Gas)"}",14,,Heating Section - Gas Fired (Natural Gas),Maximum Required Inlet Pressure at Gas Train
584bc79c-037c-4aeb-9b29-71d05c690773,dfd6ac5a-e1ab-47f5-b2c8-215a2a70535a,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,,,"{"kind":"flat","type":"Max Face Vel.","unit":"F.P.M.","value":"282.1","category":"Integral Air-Cooled Condensing Section"}",282.1,F.P.M.,Integral Air-Cooled Condensing Section,Max Face Vel.
584bc79c-037c-4aeb-9b29-71d05c690773,cb5d190d-b7d5-4847-855f-95f5595a41ab,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"Max A.P.D.","unit":"IN W.G.","value":"0.34","category":"Integral Air-Cooled Condensing Section"}",0.34,IN W.G.,Integral Air-Cooled Condensing Section,Max A.P.D.
584bc79c-037c-4aeb-9b29-71d05c690773,2c230ab3-f1f0-42a7-96d2-aa5a9bf3f493,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"Design Ambient Temp.","unit":"°F","value":"95","category":"Integral Air-Cooled Condensing Section"}",95,°F,Integral Air-Cooled Condensing Section,Design Ambient Temp.
584bc79c-037c-4aeb-9b29-71d05c690773,13f604b5-eba8-4ea3-8322-b3d25df19cfa,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"Min. Ambient Temp.","unit":"°F","value":"45","category":"Integral Air-Cooled Condensing Section"}",45,°F,Integral Air-Cooled Condensing Section,Min. Ambient Temp.
584bc79c-037c-4aeb-9b29-71d05c690773,cc2099ce-c8dd-452a-a6ca-c26a2673580b,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,,,"{"kind":"flat","type":"Area Served","unit":null,"value":"MEDIA CENTER","category":null}",MEDIA CENTER,,,Area Served
584bc79c-037c-4aeb-9b29-71d05c690773,efcf4556-3ebe-41ce-b55f-6054bb7e5310,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"MAX-MIN","unit":"CFM","value":"2490","category":"Airflow"}",2490,CFM,Airflow,MAX-MIN
584bc79c-037c-4aeb-9b29-71d05c690773,f0bb782d-e88d-4709-897c-16a33b8aaaf8,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"MIN-MIN","unit":"CFM","value":"1345","category":"Airflow"}",1345,CFM,Airflow,MIN-MIN
584bc79c-037c-4aeb-9b29-71d05c690773,b94be354-92c2-4139-ac59-683f901f9592,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Minimum Outside Airflow","unit":"CFM","value":"575","category":null}",575,CFM,,Minimum Outside Airflow
584bc79c-037c-4aeb-9b29-71d05c690773,5eba1be4-1d23-4f81-bf92-cd006c6a4544,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"Fan Suction or Discharge S.P. at Cooling Coil Drain Pan","unit":"IN. W.G.","value":"0.34","category":"Supply Fan"}",0.34,IN. W.G.,Supply Fan,Fan Suction or Discharge S.P. at Cooling Coil Drain Pan
584bc79c-037c-4aeb-9b29-71d05c690773,6daac3b4-bb27-4266-8faa-0a1cb3d4ef0a,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"T.S.P.","unit":"IN. W.G.","value":"2.53","category":"Supply Fan"}",2.53,IN. W.G.,Supply Fan,T.S.P.
584bc79c-037c-4aeb-9b29-71d05c690773,96aaf9c0-d30b-409a-bcdc-44928423629c,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,,,"{"kind":"flat","type":"Fan Position","unit":null,"value":"DRAWTHRU","category":"Supply Fan"}",DRAWTHRU,,Supply Fan,Fan Position
584bc79c-037c-4aeb-9b29-71d05c690773,5b8b650d-be16-43b3-ba64-a76c93bbf698,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,,,"{"kind":"flat","type":"BHP","unit":null,"value":"1.62","category":"Motor"}",1.62,,Motor,BHP
584bc79c-037c-4aeb-9b29-71d05c690773,bcdc4554-b7eb-42d9-bcc7-4ca70be323c2,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,,,"{"kind":"flat","type":"HP","unit":null,"value":"2","category":"Motor"}",2,,Motor,HP
584bc79c-037c-4aeb-9b29-71d05c690773,7bbd91c3-d343-4677-b236-acea9ea7e365,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"E.S.P.","unit":"IN. W.G.","value":"0.50","category":"Relief Fan"}",0.50,IN. W.G.,Relief Fan,E.S.P.
584bc79c-037c-4aeb-9b29-71d05c690773,128d6649-7fb5-471c-bbac-64881af65f0b,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,d28ed2e4-e9d5-c574-3acf-378597aac527,Refreshes per Minute,"{"kind":"flat","type":"Fan Speed","unit":"RPM","value":"980","category":"Relief Fan"}",980,RPM,Relief Fan,Fan Speed
584bc79c-037c-4aeb-9b29-71d05c690773,8306ce78-3a2a-4355-b9cf-0dffd8989f3c,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,,,"{"kind":"flat","type":"BHP","unit":null,"value":"1.02","category":"Motor"}",1.02,,Motor,BHP
584bc79c-037c-4aeb-9b29-71d05c690773,bea7eb7e-74eb-4419-a27d-94020d0e258c,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,,,"{"kind":"flat","type":"HP","unit":null,"value":"2","category":"Motor"}",2,,Motor,HP
584bc79c-037c-4aeb-9b29-71d05c690773,eed05e94-b2e1-49e9-9883-744fbd307a96,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.D.B.","unit":"°F","value":"84.1","category":"Mixed Air"}",84.1,°F,Mixed Air,E.D.B.
584bc79c-037c-4aeb-9b29-71d05c690773,38303221-37d0-401a-911a-a762955c6d6f,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.W.B.","unit":"°F","value":"70.4","category":"Mixed Air"}",70.4,°F,Mixed Air,E.W.B.
584bc79c-037c-4aeb-9b29-71d05c690773,fd5020f3-97c8-41e9-92f4-bd1f1f0ac0a1,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.D.B.","unit":"°F","value":"56.1","category":"Coil Leaving Air"}",56.1,°F,Coil Leaving Air,L.D.B.
584bc79c-037c-4aeb-9b29-71d05c690773,63561e8e-c48c-4c3b-828a-a04f32b27529,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.W.B.","unit":"°F","value":"56.0","category":"Coil Leaving Air"}",56.0,°F,Coil Leaving Air,L.W.B.
584bc79c-037c-4aeb-9b29-71d05c690773,e4273e3b-0ac9-48f1-8d49-ab8e18acfd5a,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.D.B.","unit":"°F","value":"57.8","category":"Unit Leaving Air"}",57.8,°F,Unit Leaving Air,L.D.B.
584bc79c-037c-4aeb-9b29-71d05c690773,9e1420d9-c2f1-47da-9bab-c0c36e97371d,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.W.B.","unit":"°F","value":"56.7","category":"Unit Leaving Air"}",56.7,°F,Unit Leaving Air,L.W.B.
584bc79c-037c-4aeb-9b29-71d05c690773,6b363591-cac1-487e-a682-0160bdc77f36,6e5d12c2-fa05-4da2-b401-2421d7349182,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Sensible","unit":"MBH","value":"66.8","category":"Net Unit Capacity"}",66.8,MBH,Net Unit Capacity,Sensible
584bc79c-037c-4aeb-9b29-71d05c690773,1c1d6682-d4e0-4e90-be75-e91fdd6781ea,eea807f5-0ebc-412c-b8ca-c04f9c499a11,83366f87-b79f-405b-9781-fa6362d82445,Input,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Input","unit":"MBH","value":"60","category":"Capacity"}",60,MBH,Capacity,Input
584bc79c-037c-4aeb-9b29-71d05c690773,1da1bf0a-8007-433a-93bb-1928f3a806b3,eea807f5-0ebc-412c-b8ca-c04f9c499a11,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Output","unit":"MBH","value":"48.6","category":"Capacity"}",48.6,MBH,Capacity,Output
584bc79c-037c-4aeb-9b29-71d05c690773,9b2b703c-1ef1-43ba-bd19-a2f2011bf400,eea807f5-0ebc-412c-b8ca-c04f9c499a11,f06c4464-748f-4758-a57b-ef4242dd220c,Pump Type,,,,,"{"kind":"flat","type":"Type","unit":null,"value":"PLEATED","category":"Filter Section"}",PLEATED,,Filter Section,Type
584bc79c-037c-4aeb-9b29-71d05c690773,05f76f08-eee6-44ca-873f-aa732f8f303f,eea807f5-0ebc-412c-b8ca-c04f9c499a11,ce1d6df2-55ae-4331-a614-f7446b0f8dcc,Filter Type,828c1e07-635d-480c-b0f7-bf107c53c118,MERV 13,,,"{"kind":"flat","type":"MERV","unit":null,"value":"13","category":"Filter Section"}",13,,Filter Section,MERV
584bc79c-037c-4aeb-9b29-71d05c690773,b2f14f91-cf13-4edb-a73b-02d67a60d95e,eea807f5-0ebc-412c-b8ca-c04f9c499a11,778e1224-58f6-4cb6-af6f-7227bc5c219a,Height,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,"{"kind":"flat","type":"Height","unit":"\"","value":"18","category":"Maximum Unit Dimensions"}",18,",Maximum Unit Dimensions,Height
584bc79c-037c-4aeb-9b29-71d05c690773,db4b2bef-3b2d-489c-94de-9fd404a9fb2e,eea807f5-0ebc-412c-b8ca-c04f9c499a11,8f849a97-11fb-48e5-86d7-de5a5abacc0c,Length,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,"{"kind":"flat","type":"Length","unit":"\"","value":"82","category":"Maximum Unit Dimensions"}",82,",Maximum Unit Dimensions,Length
584bc79c-037c-4aeb-9b29-71d05c690773,5ec776e0-0d30-4af8-bc7b-3ba89dd2498b,eea807f5-0ebc-412c-b8ca-c04f9c499a11,cc4503ac-3761-46ad-8235-325191dea98f,Width,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,"{"kind":"flat","type":"Width","unit":"\"","value":"44 3/4","category":"Maximum Unit Dimensions"}",44 3/4,",Maximum Unit Dimensions,Width
584bc79c-037c-4aeb-9b29-71d05c690773,a020eecf-d7a8-4f64-b296-532bbad68330,eea807f5-0ebc-412c-b8ca-c04f9c499a11,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,,,"{"kind":"flat","type":"Maximum Unit Operating Weight (with Curb)","unit":"LBS.","value":"2300","category":null}",2300,LBS.,,Maximum Unit Operating Weight (with Curb)
584bc79c-037c-4aeb-9b29-71d05c690773,cc055265-6195-4fe8-99eb-82937d3a4333,eea807f5-0ebc-412c-b8ca-c04f9c499a11,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,"{"kind":"flat","type":"Volts","unit":null,"value":"480","category":"Total Unit Electrical"}",480,,Total Unit Electrical,Volts
584bc79c-037c-4aeb-9b29-71d05c690773,8a64e4bf-3157-4ffe-b60f-d7b52fafbd13,eea807f5-0ebc-412c-b8ca-c04f9c499a11,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,,,"{"kind":"flat","type":"Phase","unit":null,"value":"3","category":"Total Unit Electrical"}",3,,Total Unit Electrical,Phase
584bc79c-037c-4aeb-9b29-71d05c690773,7eeff467-ca0e-4ff3-9a1d-d0e31dee1d99,eea807f5-0ebc-412c-b8ca-c04f9c499a11,60970593-c7d5-42e1-bba0-8f1fcf8cd3d9,Full Load Amperage,,,,,"{"kind":"flat","type":"FLA","unit":null,"value":"14.0","category":"Total Unit Electrical"}",14.0,,Total Unit Electrical,FLA
584bc79c-037c-4aeb-9b29-71d05c690773,06fae936-5a04-4b0a-96b6-1f144521292b,eea807f5-0ebc-412c-b8ca-c04f9c499a11,4e28ed9e-db76-4cf8-bd59-f6d522bf46e5,Maximum Overcurrent Protection,,,,,"{"kind":"flat","type":"MOP","unit":null,"value":"20","category":"Total Unit Electrical"}",20,,Total Unit Electrical,MOP
584bc79c-037c-4aeb-9b29-71d05c690773,2b33cbd9-42b7-4bed-a120-4194b6676aae,eea807f5-0ebc-412c-b8ca-c04f9c499a11,,,,,,,"{"kind":"flat","type":"Standard","unit":null,"value":"YES","category":"Filter Section"}",YES,,Filter Section,Standard
584bc79c-037c-4aeb-9b29-71d05c690773,b29139f8-ca7c-4627-9d99-f0c21ba11013,eea807f5-0ebc-412c-b8ca-c04f9c499a11,,,,,,,"{"kind":"flat","type":"Vibration Isolation Spring Curb (Note 9)","unit":null,"value":"NO","category":"Curb"}",NO,,Curb,Vibration Isolation Spring Curb (Note 9)
584bc79c-037c-4aeb-9b29-71d05c690773,c0f29ca6-96f4-40dc-82ae-a0cc1b4746ff,eea807f5-0ebc-412c-b8ca-c04f9c499a11,,,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,"{"kind":"flat","type":"Width (with Curb)","unit":"\"","value":"50 1/2","category":"Maximum Unit Dimensions"}",50 1/2,",Maximum Unit Dimensions,Width (with Curb)
584bc79c-037c-4aeb-9b29-71d05c690773,f14d22c2-fdb9-42ed-8958-607ea72b0d84,eea807f5-0ebc-412c-b8ca-c04f9c499a11,,,,,b587274f-851a-4db2-a430-02c0c13ca0b2,kiloampere,"{"kind":"flat","type":"SCCR","unit":"KA","value":"5","category":"Total Unit Electrical"}",5,KA,Total Unit Electrical,SCCR
584bc79c-037c-4aeb-9b29-71d05c690773,902f362c-c73d-4f1d-ab0f-49e9e0257dc7,eea807f5-0ebc-412c-b8ca-c04f9c499a11,,,,,,,"{"kind":"flat","type":"Options / Accessories","unit":null,"value":"B","category":null}",B,,,Options / Accessories
584bc79c-037c-4aeb-9b29-71d05c690773,a82706ac-49c2-4139-961e-bcaea3134c33,eea807f5-0ebc-412c-b8ca-c04f9c499a11,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"58.7","category":"Air Temp."}",58.7,°F,Air Temp.,E.A.T.
584bc79c-037c-4aeb-9b29-71d05c690773,ec24b146-7b99-4a0f-81ba-cc84bc9f9c2e,eea807f5-0ebc-412c-b8ca-c04f9c499a11,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"99.4","category":"Air Temp."}",99.4,°F,Air Temp.,L.A.T.
584bc79c-037c-4aeb-9b29-71d05c690773,fec22cfa-b41b-462a-be3c-3d171f29a283,eea807f5-0ebc-412c-b8ca-c04f9c499a11,,,,,,,"{"kind":"flat","type":"Min","unit":null,"value":"6","category":"Manufacturer Required Inlet Pressure at Gas Train"}",6,,Manufacturer Required Inlet Pressure at Gas Train,Min
584bc79c-037c-4aeb-9b29-71d05c690773,4214a9ce-8d8b-4142-aea8-164a7c4ab004,eea807f5-0ebc-412c-b8ca-c04f9c499a11,,,,,,,"{"kind":"flat","type":"Max","unit":null,"value":"10.5","category":"Manufacturer Required Inlet Pressure at Gas Train"}",10.5,,Manufacturer Required Inlet Pressure at Gas Train,Max
584bc79c-037c-4aeb-9b29-71d05c690773,e34ea757-88c2-489e-bf49-18a1be1b753d,eea807f5-0ebc-412c-b8ca-c04f9c499a11,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Maximum Allowable Output at Minimum Firing Rate","unit":"MBH","value":"4.8","category":"Heating Section - Gas Fired (Natural Gas)"}",4.8,MBH,Heating Section - Gas Fired (Natural Gas),Maximum Allowable Output at Minimum Firing Rate
584bc79c-037c-4aeb-9b29-71d05c690773,3247e1d3-1af1-4190-8660-24cc3edd527b,eea807f5-0ebc-412c-b8ca-c04f9c499a11,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"Initial","unit":"IN. W.G.","value":"0.16","category":"Air Press. Drop"}",0.16,IN. W.G.,Air Press. Drop,Initial
584bc79c-037c-4aeb-9b29-71d05c690773,9515158c-0094-4273-bff5-21d46190cb28,eea807f5-0ebc-412c-b8ca-c04f9c499a11,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"Final","unit":"IN. W.G.","value":"0.5","category":"Air Press. Drop"}",0.5,IN. W.G.,Air Press. Drop,Final
584bc79c-037c-4aeb-9b29-71d05c690773,5428dc09-4ec1-4fee-9918-9879fea3bb3f,eea807f5-0ebc-412c-b8ca-c04f9c499a11,,,,,,,"{"kind":"flat","type":"Model Number","unit":null,"value":"RQ-002-3-0-HAAY-V0-21-000-A","category":null}",RQ-002-3-0-HAAY-V0-21-000-A,,,Model Number
584bc79c-037c-4aeb-9b29-71d05c690773,dd1d31bd-f349-4045-af07-35427dcf2f32,a0a06961-eab1-4390-a11b-890e13e3cd68,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"33.1","category":"Air Temp."}",33.1,°F,Air Temp.,E.A.T.
584bc79c-037c-4aeb-9b29-71d05c690773,f928e9b8-cff3-4294-a91a-03cc6c7ee1b1,a0a06961-eab1-4390-a11b-890e13e3cd68,83366f87-b79f-405b-9781-fa6362d82445,Input,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Input","unit":"MBH","value":"292.5","category":"Capacity"}",292.5,MBH,Capacity,Input
584bc79c-037c-4aeb-9b29-71d05c690773,6aefd6a5-4d28-4b47-82fe-f5ddc675ed95,a0a06961-eab1-4390-a11b-890e13e3cd68,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Output","unit":"MBH","value":"236.9","category":"Capacity"}",236.9,MBH,Capacity,Output
584bc79c-037c-4aeb-9b29-71d05c690773,82230772-38d3-4a03-b4b0-a3bb01c5aed7,a0a06961-eab1-4390-a11b-890e13e3cd68,f06c4464-748f-4758-a57b-ef4242dd220c,Pump Type,,,,,"{"kind":"flat","type":"Type","unit":null,"value":"PLEATED","category":"Filter Section"}",PLEATED,,Filter Section,Type
584bc79c-037c-4aeb-9b29-71d05c690773,0b313180-ab8e-4701-a95b-f6cca83b4ea2,a0a06961-eab1-4390-a11b-890e13e3cd68,ce1d6df2-55ae-4331-a614-f7446b0f8dcc,Filter Type,828c1e07-635d-480c-b0f7-bf107c53c118,MERV 13,,,"{"kind":"flat","type":"MERV","unit":null,"value":"13","category":"Filter Section"}",13,,Filter Section,MERV
584bc79c-037c-4aeb-9b29-71d05c690773,e4aed6b3-4f2c-4941-a26c-8d6d385e2872,a0a06961-eab1-4390-a11b-890e13e3cd68,778e1224-58f6-4cb6-af6f-7227bc5c219a,Height,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,"{"kind":"flat","type":"Height","unit":"\"","value":"18","category":"Maximum Unit Dimensions"}",18,",Maximum Unit Dimensions,Height
584bc79c-037c-4aeb-9b29-71d05c690773,77eda194-e2fa-4f4c-a32b-e8206a34e0fc,a0a06961-eab1-4390-a11b-890e13e3cd68,8f849a97-11fb-48e5-86d7-de5a5abacc0c,Length,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,"{"kind":"flat","type":"Length","unit":"\"","value":"87 7/8","category":"Maximum Unit Dimensions"}",87 7/8,",Maximum Unit Dimensions,Length
584bc79c-037c-4aeb-9b29-71d05c690773,c08dfaf9-c662-46d1-87b6-1e12945e759f,a0a06961-eab1-4390-a11b-890e13e3cd68,cc4503ac-3761-46ad-8235-325191dea98f,Width,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,"{"kind":"flat","type":"Width","unit":"\"","value":"58 1/2","category":"Maximum Unit Dimensions"}",58 1/2,",Maximum Unit Dimensions,Width
584bc79c-037c-4aeb-9b29-71d05c690773,a0d1e39b-a2d3-4a34-a756-ff1219995430,a0a06961-eab1-4390-a11b-890e13e3cd68,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,,,"{"kind":"flat","type":"Maximum Unit Operating Weight (with Curb)","unit":"LBS.","value":"3800","category":null}",3800,LBS.,,Maximum Unit Operating Weight (with Curb)
584bc79c-037c-4aeb-9b29-71d05c690773,80eea9c6-923e-4b59-b873-cff7992681c7,a0a06961-eab1-4390-a11b-890e13e3cd68,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,"{"kind":"flat","type":"Volts","unit":null,"value":"480","category":"Total Unit Electrical"}",480,,Total Unit Electrical,Volts
584bc79c-037c-4aeb-9b29-71d05c690773,a51e7d40-ceff-4087-8d5e-5b5cfbb28fb1,a0a06961-eab1-4390-a11b-890e13e3cd68,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,,,"{"kind":"flat","type":"Phase","unit":null,"value":"3","category":"Total Unit Electrical"}",3,,Total Unit Electrical,Phase
584bc79c-037c-4aeb-9b29-71d05c690773,4adac548-2508-4c14-85de-3342e93f47a0,a0a06961-eab1-4390-a11b-890e13e3cd68,60970593-c7d5-42e1-bba0-8f1fcf8cd3d9,Full Load Amperage,,,,,"{"kind":"flat","type":"FLA","unit":null,"value":"31.0","category":"Total Unit Electrical"}",31.0,,Total Unit Electrical,FLA
584bc79c-037c-4aeb-9b29-71d05c690773,766ba5ab-03d0-4b80-a62d-60b5898d30cc,a0a06961-eab1-4390-a11b-890e13e3cd68,4e28ed9e-db76-4cf8-bd59-f6d522bf46e5,Maximum Overcurrent Protection,,,,,"{"kind":"flat","type":"MOP","unit":null,"value":"40","category":"Total Unit Electrical"}",40,,Total Unit Electrical,MOP
584bc79c-037c-4aeb-9b29-71d05c690773,cc9e67df-447c-46b4-96d7-33457a8d1563,a0a06961-eab1-4390-a11b-890e13e3cd68,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"82.7","category":"Air Temp."}",82.7,°F,Air Temp.,L.A.T.
584bc79c-037c-4aeb-9b29-71d05c690773,a2209d09-49b7-422b-a59a-a14e8d501f7e,a0a06961-eab1-4390-a11b-890e13e3cd68,,,,,,,"{"kind":"flat","type":"Min","unit":null,"value":"6","category":"Manufacturer Required Inlet Pressure at Gas Train"}",6,,Manufacturer Required Inlet Pressure at Gas Train,Min
584bc79c-037c-4aeb-9b29-71d05c690773,bffc0290-05d9-4cf8-a110-6ed681e19d23,a0a06961-eab1-4390-a11b-890e13e3cd68,,,,,,,"{"kind":"flat","type":"Max","unit":null,"value":"10.5","category":"Manufacturer Required Inlet Pressure at Gas Train"}",10.5,,Manufacturer Required Inlet Pressure at Gas Train,Max
584bc79c-037c-4aeb-9b29-71d05c690773,58bad5cd-8304-448b-960c-63086a3c259b,a0a06961-eab1-4390-a11b-890e13e3cd68,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Maximum Allowable Output at Minimum Firing Rate","unit":"MBH","value":"23.7","category":"Heating Section - Gas Fired (Natural Gas)"}",23.7,MBH,Heating Section - Gas Fired (Natural Gas),Maximum Allowable Output at Minimum Firing Rate
584bc79c-037c-4aeb-9b29-71d05c690773,664e9609-66f4-40b2-8613-362ce9f5e1b1,a0a06961-eab1-4390-a11b-890e13e3cd68,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"Initial","unit":"IN. W.G.","value":"0.25","category":"Air Press. Drop"}",0.25,IN. W.G.,Air Press. Drop,Initial
584bc79c-037c-4aeb-9b29-71d05c690773,b116290a-f392-488f-85e3-52a26aff2c57,a0a06961-eab1-4390-a11b-890e13e3cd68,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"Final","unit":"IN. W.G.","value":"0.5","category":"Air Press. Drop"}",0.5,IN. W.G.,Air Press. Drop,Final
584bc79c-037c-4aeb-9b29-71d05c690773,abaa8f8a-ff6c-4e81-9953-4be7db086c8b,a0a06961-eab1-4390-a11b-890e13e3cd68,,,,,,,"{"kind":"flat","type":"Standard","unit":null,"value":"NO","category":"Filter Section"}",NO,,Filter Section,Standard
584bc79c-037c-4aeb-9b29-71d05c690773,cf4fa9ab-30d9-416d-848d-e20890d45410,a0a06961-eab1-4390-a11b-890e13e3cd68,,,,,,,"{"kind":"flat","type":"Vibration Isolation Spring Curb (Note 9)","unit":null,"value":"YES","category":"Curb"}",YES,,Curb,Vibration Isolation Spring Curb (Note 9)
584bc79c-037c-4aeb-9b29-71d05c690773,114cab16-3c03-4e9f-8311-06c67aa9e73f,a0a06961-eab1-4390-a11b-890e13e3cd68,,,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,"{"kind":"flat","type":"Width (with Curb)","unit":"\"","value":"50 1/8","category":"Maximum Unit Dimensions"}",50 1/8,",Maximum Unit Dimensions,Width (with Curb)
584bc79c-037c-4aeb-9b29-71d05c690773,17740968-5d04-4853-9bf4-68bf4d3960e8,a0a06961-eab1-4390-a11b-890e13e3cd68,,,,,b587274f-851a-4db2-a430-02c0c13ca0b2,kiloampere,"{"kind":"flat","type":"SCCR","unit":"KA","value":"5","category":"Total Unit Electrical"}",5,KA,Total Unit Electrical,SCCR
584bc79c-037c-4aeb-9b29-71d05c690773,4dfacb24-5094-45cf-b82f-ba7597658897,a0a06961-eab1-4390-a11b-890e13e3cd68,,,,,,,"{"kind":"flat","type":"Options / Accessories","unit":null,"value":"B","category":null}",B,,,Options / Accessories
